,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
459,Joshua Primo,SF,19,SAS,50,16,965,101,270,42,137,59,133,44,59,32,81,113,81,20,23,57,79,288
460,Taurean Prince,PF,27,MIN,69,8,1177,177,390,86,229,91,161,62,82,26,148,174,68,47,23,53,116,502
461,Payton Pritchard,PG,24,BOS,71,2,1001,160,373,101,245,59,128,21,21,32,102,134,139,25,6,41,61,442
462,Trevelin Queen,SG,24,HOU,10,0,74,15,33,9,24,6,9,4,4,7,9,16,4,5,1,7,6,43
463,Neemias Queta,C,22,SAC,15,0,120,17,38,0,0,17,38,11,17,14,17,31,6,1,8,6,18,45
464,Immanuel Quickley,PG,22,NYK,78,3,1802,284,724,137,396,147,328,177,201,31,216,247,275,54,3,99,167,882
465,Jahmi'us Ramsey,SG,20,SAC,19,0,134,24,58,5,18,19,40,7,14,4,9,13,7,1,1,5,10,60
466,Julius Randle,PF,27,NYK,72,72,2544,512,1246,120,390,392,856,303,401,125,591,716,370,53,39,245,205,1447
467,Austin Reaves,SG,23,LAL,61,19,1418,146,318,53,167,93,151,99,118,45,148,193,110,29,20,40,87,444
468,Cam Reddish,SF,22,TOT,49,7,1012,165,408,66,184,99,224,101,112,25,80,105,48,47,15,57,60,497
469,Davon Reed,SG,26,DEN,48,5,668,81,161,37,86,44,75,10,15,14,94,108,53,24,9,16,63,209
470,Paul Reed,C,22,PHI,38,2,302,54,96,2,8,52,88,6,14,44,48,92,16,33,14,10,57,116
471,Naz Reid,C,22,MIN,77,6,1215,233,476,57,166,176,310,114,149,102,199,301,71,40,71,82,172,637
472,Nick Richards,C,24,CHO,50,5,367,60,90,0,0,60,90,30,43,34,52,86,13,9,21,24,51,150
473,Josh Richardson,SG,28,TOT,65,7,1600,234,534,102,246,132,288,96,108,42,143,185,115,56,29,66,116,666
474,Austin Rivers,SG,29,DEN,67,18,1480,146,350,79,231,67,119,32,44,19,95,114,90,51,6,54,121,403
475,Duncan Robinson,SG,27,MIA,79,68,2043,290,726,232,624,58,102,51,61,24,179,203,129,42,14,60,201,863
476,Justin Robinson,PG,24,TOT,25,0,304,28,93,18,61,10,32,4,8,4,17,21,32,9,1,17,27,78
477,Mitchell Robinson,C,23,NYK,72,62,1848,261,343,0,0,261,343,88,181,295,322,617,38,58,133,60,195,610
478,Jeremiah Robinson-Earl,C,21,OKC,49,36,1087,134,324,58,165,76,159,40,54,75,199,274,49,29,15,39,75,366
479,Isaiah Roby,PF,23,OKC,45,28,948,166,323,44,99,122,224,78,116,75,142,217,71,36,34,43,109,454
480,Rajon Rondo,PG,35,TOT,39,1,698,68,176,31,88,37,88,19,26,15,93,108,170,30,6,68,56,186
481,Derrick Rose,PG,33,NYK,26,4,636,122,274,37,92,85,182,30,31,21,57,78,103,22,12,39,15,311
482,Terrence Ross,SG,30,ORL,63,0,1448,220,554,77,264,143,290,112,130,20,141,161,116,28,12,75,68,629
483,Terry Rozier,SG,27,CHO,73,73,2458,518,1167,222,593,296,574,150,176,56,259,315,326,93,25,96,119,1408
484,Ricky Rubio,PG,31,CLE,34,8,970,149,411,59,174,90,237,88,103,15,126,141,225,49,7,90,75,445
485,D'Angelo Russell,PG,25,MIN,65,65,2077,401,975,176,518,225,457,198,240,25,191,216,460,62,22,165,130,1176
486,Matt Ryan,SF,24,BOS,1,0,5,1,5,1,5,0,0,0,0,0,0,0,0,1,0,0,0,3
487,Domantas Sabonis,PF,25,TOT,62,61,2136,443,773,39,125,404,648,246,332,201,551,752,323,59,27,195,203,1171
488,Olivier Sarr,C,22,OKC,22,2,421,58,101,13,29,45,72,24,29,34,59,93,19,6,15,22,52,153
489,Tomáš Satoranský,SG-PG-SF,30,TOT,55,13,906,72,191,11,53,61,138,43,54,27,99,126,184,29,5,46,71,198
490,Jordan Schakel,SG,23,WAS,4,0,30,1,11,1,6,0,5,2,2,2,6,8,0,1,0,1,0,5
491,Admiral Schofield,SF,24,ORL,38,1,469,54,129,26,79,28,50,12,15,17,72,89,25,4,5,21,58,146
492,Dennis Schröder,PG,28,TOT,64,29,1837,312,724,86,250,226,474,157,184,34,180,214,296,53,8,143,154,867
493,Tre Scott,SF,25,CLE,2,0,11,3,6,0,1,3,5,0,0,1,1,2,0,1,1,0,2,6
494,Jay Scrubb,SG,21,LAC,18,0,121,18,46,6,21,12,25,7,10,2,14,16,8,4,3,7,9,49
495,Wayne Selden,SG,27,NYK,3,0,19,1,4,1,2,0,2,2,4,0,1,1,1,0,0,0,1,5
496,Alperen Şengün,C,19,HOU,72,13,1489,249,525,29,117,220,408,165,232,138,255,393,185,59,68,145,214,692
497,Collin Sexton,SG,23,CLE,11,11,316,68,151,11,45,57,106,29,39,13,23,36,23,10,0,31,25,176
498,Landry Shamet,SG,24,PHO,69,14,1437,191,485,123,334,68,151,68,81,16,110,126,108,28,9,41,92,573
499,Day'Ron Sharpe,PF,20,BRK,32,8,391,86,149,2,7,84,142,24,41,81,79,160,17,10,15,30,60,198
500,Pascal Siakam,PF,27,TOR,68,68,2578,596,1207,75,218,521,989,284,379,128,452,580,360,85,42,181,225,1551
501,Chris Silva,PF,25,TOT,10,0,91,8,15,0,0,8,15,10,12,13,23,36,7,0,1,8,20,26
502,Marko Simonovic,C,22,CHI,9,0,35,4,15,1,5,3,10,8,11,5,5,10,0,1,1,2,6,17
503,Anfernee Simons,SG,22,POR,57,30,1681,353,797,179,442,174,355,103,116,26,125,151,221,30,6,115,110,988
504,Zavier Simpson,PG,24,OKC,4,4,174,19,52,1,8,18,44,5,5,2,19,21,30,5,4,10,15,44
505,Jericho Sims,PF,23,NYK,41,5,555,39,54,0,0,39,54,12,29,61,108,169,21,11,22,20,66,90
506,Deividas Sirvydis,SG,21,DET,3,0,27,1,10,1,7,0,3,0,0,0,6,6,1,3,1,0,4,3
507,Javonte Smart,PG,22,TOT,17,1,200,19,60,8,27,11,33,5,6,5,19,24,16,6,3,11,12,51
508,Marcus Smart,PG,27,BOS,71,71,2296,300,718,119,360,181,358,142,179,42,228,270,417,119,18,159,160,861
509,Dennis Smith Jr.,PG,24,POR,37,4,638,79,189,6,27,73,162,42,64,20,68,88,132,45,12,51,52,206
510,Ish Smith,PG,33,TOT,65,1,1126,185,430,25,67,160,363,15,24,25,115,140,244,47,23,78,78,410
511,Jalen Smith,PF,21,TOT,51,8,924,176,350,40,122,136,228,78,102,101,206,307,24,15,41,42,96,470
512,Xavier Sneed,SF,24,TOT,9,0,39,2,10,1,8,1,2,0,0,2,4,6,1,0,0,0,2,5
513,Tony Snell,SG,30,TOT,53,12,822,69,171,45,128,24,43,4,4,16,87,103,28,16,9,19,70,187
514,Jaden Springer,SG,19,PHI,2,0,6,1,1,0,0,1,1,0,0,1,1,2,0,0,2,1,0,2
515,Cassius Stanley,SG,22,DET,9,1,155,19,46,4,17,15,29,10,10,5,14,19,4,5,2,6,17,52
516,Nik Stauskas,SG,28,TOT,8,0,39,5,14,4,10,1,4,4,6,1,2,3,2,0,0,1,1,18
517,Lance Stephenson,PG-SG,31,TOT,46,1,814,147,323,27,90,120,233,63,80,12,115,127,165,24,4,72,96,384
518,Lamar Stevens,PF,24,CLE,63,13,1015,156,319,18,65,138,254,53,75,47,117,164,44,31,18,41,106,383
519,Isaiah Stewart,C,20,DET,71,71,1816,250,490,15,46,235,444,74,103,226,391,617,82,22,78,85,211,589
520,Max Strus,SF,25,MIA,68,16,1587,249,564,181,442,68,122,42,53,24,178,202,92,28,16,57,116,721
521,Jalen Suggs,PG,20,ORL,48,45,1307,198,548,42,196,156,352,126,163,26,145,171,209,59,19,143,142,564
522,Craig Sword,SG,28,WAS,3,0,19,3,4,0,1,3,3,0,0,0,0,0,1,4,0,1,7,6
523,Keifer Sykes,PG,28,IND,32,11,566,69,190,27,90,42,100,15,17,8,37,45,62,12,4,33,51,180
524,Jae'Sean Tate,PF,26,HOU,78,77,2056,363,729,63,202,300,527,130,184,135,285,420,222,72,41,139,286,919
525,Jayson Tatum,SF,23,BOS,76,76,2731,708,1564,230,651,478,913,400,469,85,524,609,334,75,49,217,174,2046
526,Terry Taylor,PF,22,IND,33,7,714,135,220,12,38,123,182,36,51,95,77,172,41,14,8,23,61,318
527,Garrett Temple,SG,35,NOP,59,16,1098,111,295,59,185,52,110,28,41,29,114,143,74,43,23,42,81,309
528,Emanuel Terry,PF,25,PHO,3,0,18,0,5,0,0,0,5,0,0,8,7,15,2,1,0,5,4,0
529,Tyrell Terry,PG,21,MEM,2,0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2
530,Jon Teske,C,24,MEM,3,0,8,0,1,0,0,0,1,0,2,0,2,2,1,1,0,0,1,0
531,Daniel Theis,C,29,TOT,47,27,977,151,291,33,107,118,184,49,72,59,169,228,41,20,31,46,111,384
532,Brodric Thomas,SG,25,BOS,12,0,60,8,18,2,9,6,9,3,5,2,8,10,11,1,1,6,7,21
533,Cam Thomas,SG,20,BRK,67,2,1176,218,503,47,174,171,329,87,105,16,145,161,78,33,8,55,66,570
534,Isaiah Thomas,PG,32,TOT,22,1,333,67,167,28,83,39,84,22,26,4,25,29,34,7,5,15,34,184
535,Matt Thomas,SG,27,CHI,40,0,459,55,134,35,91,20,43,16,20,3,47,50,20,8,3,8,18,161
536,Klay Thompson,SG,31,GSW,32,32,941,246,573,114,296,132,277,46,51,15,110,125,88,16,17,43,54,652
537,Tristan Thompson,PF,30,TOT,57,6,896,141,267,1,3,140,264,61,116,120,168,288,34,23,21,45,98,344
538,JT Thor,PF,19,CHO,33,0,262,24,55,7,27,17,28,12,20,11,32,43,19,8,11,10,26,67
539,Matisse Thybulle,SG,24,PHI,66,50,1685,150,300,45,144,105,156,34,43,42,109,151,75,115,71,39,158,379
540,Killian Tillie,C,23,MEM,36,3,461,43,127,27,86,16,41,5,8,21,39,60,22,23,15,13,58,118
541,Xavier Tillman Sr.,PF,23,MEM,53,2,701,98,216,10,49,88,167,46,71,66,95,161,62,49,15,34,63,252
542,Isaiah Todd,PF,20,WAS,12,0,74,7,26,4,16,3,10,2,6,3,9,12,4,4,2,4,4,20
543,Obi Toppin,PF,23,NYK,72,10,1230,251,473,52,169,199,304,94,124,69,199,268,77,25,33,56,102,648
544,Juan Toscano-Anderson,SF,28,GSW,73,6,994,115,235,28,87,87,148,40,70,28,148,176,127,48,17,68,115,298
545,Karl-Anthony Towns,C,26,MIN,74,74,2476,642,1214,150,366,492,848,384,467,194,533,727,269,72,83,226,267,1818
546,Gary Trent Jr.,SG,23,TOR,70,69,2448,450,1086,209,545,241,541,174,204,26,165,191,141,122,19,73,144,1283
547,P.J. Tucker,PF,36,MIA,71,70,1981,207,428,80,193,127,235,45,61,100,287,387,149,58,15,66,161,539
548,Rayjon Tucker,SG,24,TOT,5,0,71,6,9,4,5,2,4,5,7,3,5,8,10,4,0,1,5,21
549,Myles Turner,C,25,IND,42,42,1235,200,393,61,183,139,210,79,105,65,232,297,44,28,118,54,119,540
550,Jonas Valančiūnas,C,29,NOP,74,74,2240,510,938,57,158,453,780,237,289,226,617,843,190,41,60,179,247,1314
551,Denzel Valentine,SG,28,TOT,24,0,222,25,66,19,47,6,19,0,0,9,33,42,11,8,0,12,20,69
552,Jarred Vanderbilt,PF,22,MIN,74,67,1880,212,361,2,14,210,347,86,131,215,409,624,94,99,46,73,181,512
553,Fred VanVleet,PG,27,TOR,65,65,2462,442,1097,242,642,200,455,194,222,44,245,289,434,111,35,170,162,1320
554,Devin Vassell,SF,21,SAS,71,32,1937,326,764,137,380,189,384,83,99,44,262,306,136,76,41,58,143,872
555,Gabe Vincent,PG,25,MIA,68,27,1589,214,513,119,323,95,190,44,54,22,104,126,210,62,12,98,158,591
556,Nikola Vučević,C,31,CHI,73,73,2418,546,1154,104,331,442,823,92,121,142,662,804,236,70,71,136,181,1288
557,Dean Wade,PF,25,CLE,51,28,980,99,217,51,142,48,75,20,30,31,119,150,52,29,7,16,88,269
558,Franz Wagner,SF,20,ORL,79,79,2429,456,975,96,271,360,704,189,219,84,272,356,231,68,34,119,164,1197
559,Moritz Wagner,C,24,ORL,63,3,960,197,396,66,201,131,195,104,129,42,190,232,87,20,13,56,123,564
560,Ish Wainright,PF,27,PHO,45,0,359,41,104,19,59,22,45,7,12,27,27,54,15,20,6,13,49,108
561,Kemba Walker,PG,31,NYK,37,37,948,149,370,73,199,76,171,60,71,14,97,111,131,26,7,48,37,431
562,Lonnie Walker IV,SG,23,SAS,70,6,1612,311,764,111,353,200,411,116,148,18,163,181,152,44,19,71,98,849
563,M.J. Walker,SG,23,PHO,2,0,8,0,4,0,2,0,2,0,0,0,1,1,1,2,0,0,1,0
564,Tyrone Wallace,SG,27,NOP,6,0,75,7,20,2,8,5,12,1,5,0,8,8,1,3,1,2,7,17
565,Derrick Walton,PG,26,DET,3,3,108,6,26,3,13,3,13,4,4,2,8,10,21,7,4,11,8,19
566,Brad Wanamaker,PG,32,TOT,23,2,320,28,77,4,17,24,60,23,25,6,33,39,55,7,6,23,45,83
567,Duane Washington Jr.,PG,21,IND,48,7,968,173,427,81,215,92,212,46,61,4,79,83,85,26,3,57,66,473
568,P.J. Washington,C,23,CHO,65,28,1768,250,532,110,301,140,231,58,81,82,255,337,147,57,61,82,152,668
569,Yuta Watanabe,SF,27,TOR,38,4,445,56,138,27,79,29,59,24,40,18,74,92,21,11,16,19,38,163
570,Lindy Waters III,SG,24,OKC,25,1,465,71,175,53,146,18,29,4,5,6,67,73,24,19,8,11,31,199
571,Tremont Waters,PG,24,TOT,3,0,50,4,14,2,9,2,5,0,0,0,4,4,7,5,0,4,4,10
572,Trendon Watford,SF,21,POR,48,10,869,142,267,9,38,133,229,71,94,57,142,199,81,25,28,44,116,364
573,Paul Watson,SF,27,OKC,9,3,156,12,35,6,26,6,9,1,2,3,24,27,8,3,3,4,10,31
574,Quinndary Weatherspoon,SG,25,GSW,11,0,73,12,21,1,5,11,16,5,5,2,12,14,5,1,1,3,15,30
575,Russell Westbrook,PG,33,LAL,78,78,2678,548,1233,79,265,469,968,266,399,110,470,580,550,75,20,295,235,1441
576,Coby White,PG,21,CHI,61,17,1675,279,644,136,353,143,291,78,91,17,165,182,176,29,11,70,137,772
577,Derrick White,SG,27,TOT,75,52,2199,337,800,115,369,222,431,203,235,38,223,261,366,64,58,119,172,992
578,Hassan Whiteside,C,32,UTA,65,8,1162,215,330,0,0,215,330,104,167,166,328,494,26,22,103,53,179,534
579,Joe Wieskamp,SG,22,SAS,29,0,205,20,56,14,43,6,13,7,13,4,10,14,9,4,3,2,14,61
580,Aaron Wiggins,SG,23,OKC,50,35,1209,156,337,42,138,114,199,62,85,51,127,178,68,30,10,54,93,416
581,Andrew Wiggins,SF,26,GSW,73,73,2330,475,1019,157,399,318,620,149,235,85,240,325,161,76,51,111,158,1256
582,Lindell Wigginton,PG,23,MIL,19,0,199,26,61,9,26,17,35,19,35,3,22,25,23,5,1,12,17,80
583,Brandon Williams,PG,22,POR,24,16,640,105,282,31,106,74,176,68,97,19,55,74,94,24,10,58,52,309
584,Grant Williams,PF,23,BOS,77,21,1875,205,432,106,258,99,174,86,95,64,210,274,78,38,57,62,186,602
585,Kenrich Williams,SF,27,OKC,49,0,1072,146,317,41,121,105,196,30,55,75,145,220,108,44,10,46,81,363
586,Lou Williams,PG,35,ATL,56,0,799,125,320,37,102,88,218,67,78,16,71,87,105,28,3,43,48,354
587,Patrick Williams,PF,20,CHI,17,9,422,54,102,15,29,39,73,30,41,17,52,69,15,9,9,16,28,153
588,Robert Williams,C,24,BOS,61,61,1804,271,368,0,1,271,367,65,90,238,350,588,121,56,134,63,137,607
589,Ziaire Williams,SF,20,MEM,62,31,1346,191,424,76,242,115,182,43,55,26,103,129,65,35,12,41,113,501
590,D.J. Wilson,PF,25,TOR,4,1,54,11,15,0,2,11,13,8,10,1,15,16,5,5,1,2,6,30
591,Dylan Windler,SF,25,CLE,50,0,459,37,98,21,70,16,28,15,18,21,68,89,34,14,3,16,47,110
592,Justise Winslow,PF,25,TOT,48,11,775,110,257,15,66,95,191,39,66,50,152,202,84,35,25,49,67,274
593,Cassius Winston,PG,23,WAS,7,0,39,4,11,2,6,2,5,4,4,0,1,1,7,0,0,3,9,14
594,Christian Wood,C,26,HOU,68,67,2094,440,878,131,336,309,542,207,332,110,576,686,155,54,65,126,171,1218
595,Robert Woodard II,SF,22,SAC,12,0,42,2,16,1,4,1,12,2,2,5,6,11,3,1,1,1,3,7
596,Delon Wright,SG,29,ATL,77,8,1452,122,269,44,116,78,153,54,63,50,170,220,188,93,19,45,56,342
597,McKinley Wright IV,PG,23,MIN,5,0,19,2,3,1,2,1,1,0,0,0,0,0,3,0,0,1,1,5
598,Moses Wright,PF,23,TOT,4,0,15,1,4,0,1,1,3,3,3,1,2,3,2,0,1,0,0,5
599,Gabe York,SG,28,IND,2,0,21,2,7,1,6,1,1,3,5,0,2,2,4,2,1,1,4,8
600,Thaddeus Young,PF,33,TOT,52,1,845,141,272,17,48,124,224,23,49,80,128,208,104,54,18,52,81,322
601,Trae Young,PG,23,ATL,76,76,2652,711,1544,233,610,478,934,500,553,50,234,284,737,72,7,303,128,2155
602,Omer Yurtseven,C,23,MIA,56,12,706,130,247,1,11,129,236,38,61,85,209,294,49,17,20,41,84,299
603,Cody Zeller,C,29,POR,27,0,355,51,90,0,4,51,86,38,49,50,75,125,22,8,6,19,56,140
604,Ivica Zubac,C,24,LAC,76,76,1852,310,495,0,0,310,495,165,227,217,427,644,120,36,77,114,203,785
